<BOS> 私 たち は ボストン に 行 き 、 そこ に 一 週間 滞在 し た 。 <EOS>,we went to boston , where we stayed a week . <EOS>,we went to london place to place where we should . <EOS>
<BOS> 父 は 私 を 医者 に したが っ て い る 。 <EOS>,father wants to make me a doctor . <EOS>,father is the doctor on me . <EOS>
<BOS> 彼 は 知識 ばかり で な く 経験 も あ る 。 <EOS>,he has experience as well as knowledge . <EOS>,he has not only learning but experience . <EOS>
<BOS> 放課 後 、 あなた は 何 を し ま す か 。 <EOS>,what do you do after school ? <EOS>,what do you do after you after ? <EOS>
<BOS> 彼 は きのう 何 を し ま し た か 。 <EOS>,what did he do yesterday ? <EOS>,what did he had yesterday ? <EOS>
<BOS> そんな デザイナー の 名前 聞 い た こと な い 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は 、 犬 を 飼 っ て い る 。 <EOS>,he has a dog . <EOS>,he keeps a dog . <EOS>
<BOS> 彼 は 貯金 を 上手 に 使 っ た 。 <EOS>,he put her savings to good use . <EOS>,he succeeded in good use . <EOS>
<BOS> 多分 君 が 正し い の だ ろ う 。 <EOS>,you may be right . <EOS>,<EOS>
<BOS> 彼女 は 静か な 曲 が 好き だ 。 <EOS>,she <UNK> quiet music . <EOS>,she likes a quiet heart . <EOS>
<BOS> 私 は 遅く まで 起き て い た 。 <EOS>,<EOS>,<EOS>
<BOS> １０ ドル に まけ られ ま す か 。 <EOS>,can you lower the price to ten dollars ? <EOS>,can you ten ten dollars ? <EOS>
<BOS> 何 も 心配 する こと は な い 。 <EOS>,there is nothing to worry about . <EOS>,you are free to worry about anything . <EOS>
<BOS> 靴 を 履 い て くださ い 。 <EOS>,please put on your shoes . <EOS>,please take off your shoes . <EOS>
<BOS> 彼女 は 言葉 に 詰ま っ た 。 <EOS>,words failed her . <EOS>,she was taken to the . <EOS>
<BOS> まったく 悲し い 光景 だ 。 <EOS>,it is quite a sorry sight . <EOS>,it 's really up . <EOS>
<BOS> 今日 の 午後 お 会 い し た い の で す が 。 <EOS>,<EOS>,<EOS>
<BOS> わざわざ 家 に 来 な く て も い い で す よ 。 <EOS>,do not bother to come to my home . <EOS>,you can go out of my place at any time . <EOS>
<BOS> 彼 は この 前 の ８ 月 に 戻 っ て き た 。 <EOS>,he came back last august . <EOS>,he came back before the morning . <EOS>
<BOS> 彼女 は だんだん きれい に な っ て き て い る 。 <EOS>,she is getting prettier . <EOS>,she is getting longer by her . <EOS>
<BOS> 二 つ の 頭 は 一 つ の 頭 に まさ る 。 <EOS>,two heads are better than one . <EOS>,the two are are one of the mind . <EOS>
<BOS> ときどき お 金 が 足り な く な り ま す 。 <EOS>,sometimes <EOS>,<EOS>
<BOS> 私 は もう すぐ <UNK> 歳 に な り ま す 。 <EOS>,<EOS>,<EOS>
<BOS> 私 は 来年 の 冬 <UNK> ここ に 来 た い 。 <EOS>,<EOS>,<EOS>
<BOS> 当地 へ 来 た の は 今度 が 初めて で す 。 <EOS>,this is the first time that <EOS>,it 's almost over the day before <EOS>
<BOS> 彼女 は 三 日 後 に 家 を 離れ た 。 <EOS>,she left home after three days . <EOS>,she left home three days on end . <EOS>
<BOS> 私 が 依頼 す べ き で しょ う ね 。 <EOS>,<EOS>,you 'll find it if you 're up . <EOS>
<BOS> 橋 の 上流 に 私 は ボート を 見 た 。 <EOS>,<EOS>,<EOS>
<BOS> ビル は 何 時間 も 泣 き 続け た 。 <EOS>,bill kept on crying for hours . <EOS>,bill kept on crying for many hours . <EOS>
<BOS> 彼 は 駅 に 手 荷物 を 預け た 。 <EOS>,he left his luggage at the station . <EOS>,he took leave at the station . <EOS>
<BOS> 昨夜 初めて その 知らせ を 聞 い た 。 <EOS>,it was not until last night that <EOS>,<EOS>
<BOS> 向こう に 大きな 山 が 見え ま す 。 <EOS>,we can see a big mountain over there . <EOS>,you see a big mountain over there . <EOS>
<BOS> 彼女 も コップ を 割 っ た 。 <EOS>,she broke the cup , too . <EOS>,she made a piece of money . <EOS>
<BOS> すぐ に 治 り ま す か 。 <EOS>,will <EOS>,will you get over right away ? <EOS>
<BOS> ぼく は コーヒー が <UNK> だ 。 <EOS>,<EOS>,<EOS>
<BOS> 政治 <UNK> が 変わ っ た 。 <EOS>,the political situation has changed . <EOS>,the situation changed changed . <EOS>
<BOS> <EOS>,give this ticket to whoever comes first . <EOS>,no any of any come who came first here . <EOS>
<BOS> 父 は ニューヨーク へ 旅行 する こと に な っ て い ま す 。 <EOS>,my father is going to make a trip to new york . <EOS>,my father will travel to travel abroad . <EOS>
<BOS> 君 の ため に 模型 飛行 機 を 作 っ て あげ よ う 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 ら は 皆 、 それ が 無 意味 だ と い っ た 。 <EOS>,they all <UNK> it nonsense . <EOS>,they were to of it , they would . <EOS>
<BOS> 部屋 を 出 る 前 に 明かり を 消 し て 下さ い 。 <EOS>,please turn out the light before leaving the room . <EOS>,turn off the lights when you leave the room . <EOS>
<BOS> 母 は まだ ディナー を 料理 し て い ま せ ん 。 <EOS>,mother has not cooked dinner yet . <EOS>,my mother has not yet of her mother . <EOS>
<BOS> 車 の 運転 の 仕方 を 知 っ て い る か 。 <EOS>,do you know how to drive a car ? <EOS>,do you know how to drive a car ? <EOS>
<BOS> 彼 の 家 は 通り の 向こう側 に あ り ま す 。 <EOS>,his house is across the street . <EOS>,his house is on the street side of the street . <EOS>
<BOS> 彼 は 授業 を 休 み た い と 思 っ た 。 <EOS>,he wanted to absent himself from the class . <EOS>,he wanted to take a rest at the class . <EOS>
<BOS> 彼 は 病気 で 寝 て い る なんて かわいそう だ 。 <EOS>,it 's a pity that he should be ill in bed . <EOS>,it is said that he is ill in bed . <EOS>
<BOS> 彼 の 好き な よう に や ら せ なさ い 。 <EOS>,let him do as he likes . <EOS>,take him as it like . <EOS>
<BOS> 部屋 に は たくさん の 人々 が い ま し た 。 <EOS>,there were a lot of people in the room . <EOS>,there were a lot of people in the room . <EOS>
<BOS> あなた が 成功 し た の は 努力 の 結果 だ 。 <EOS>,the success resulted from your efforts . <EOS>,it was the success of you had worked hard . <EOS>
<BOS> 私 は ちょうど 昼食 を 食べ 終え た ところ だ 。 <EOS>,<EOS>,<EOS>
<BOS> 雪 が 何 日 も 降 り 続 い た 。 <EOS>,it snowed for days on end . <EOS>,the snow has come out for a few days . <EOS>
<BOS> これ で 十分 な はず で す 。 <EOS>,this should be plenty . <EOS>,this is the most important person . <EOS>
<BOS> 私 は 会 を 欠席 し た 。 <EOS>,<EOS>,<EOS>
<BOS> 昨夜 は 良 く 眠れ た 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は 叫 び 始め た 。 <EOS>,he began to shout . <EOS>,he began to go out . <EOS>
<BOS> 頭 に 気 を つけ て ！ <EOS>,watch your head ! <EOS>,watch your head ! <EOS>
<BOS> 彼 は 今 まで 自分 で 生計 を 立て る 必要 が な かっ た 。 <EOS>,he 's never had to earn his own living . <EOS>,he had no intention of assisting getting doing abroad . <EOS>
<BOS> 彼女 は 今 おじ さん の 家 に 滞在 し て い ま す 。 <EOS>,she is now staying at her uncle 's house . <EOS>,she 's at my uncle 's now . <EOS>
<BOS> その 会社 は 、 経営 者 が ３ 回 変わ っ て い る 。 <EOS>,the company has changed hands three times . <EOS>,the company has changed three times . <EOS>
<BOS> 私 は 今 あなた を 助け られ る 境遇 で は な い 。 <EOS>,<EOS>,<EOS>
<BOS> みな が みな 満足 し て い た わけ で は な い 。 <EOS>,not all were satisfied . <EOS>,no , <EOS>
<BOS> 風邪 を ひ か な い よう に し なさ い よ 。 <EOS>,you had better be careful not to catch cold . <EOS>,take care not to catch cold . <EOS>
<BOS> 彼 は お 金 に 非常 に 困 っ て い た 。 <EOS>,he was hard up . <EOS>,he was hard of money . <EOS>
<BOS> 彼 は 貧し く て 、 コート が 買え な かっ た 。 <EOS>,he is poor and could not buy a coat . <EOS>,he could not get enough , and he could buy it . <EOS>
<BOS> あなた は 何 と 速 く 走 る の で しょ う 。 <EOS>,how fast you run ! <EOS>,how fast you run ! <EOS>
<BOS> 知 っ て い る こと と 、 実行 は 別物 だ 。 <EOS>,to know is one thing , to practice another . <EOS>,to know , it is true . <EOS>
<BOS> 彼 は どこ か その 辺り に い る はず で す 。 <EOS>,he must be somewhere about . <EOS>,he ought to have run in . <EOS>
<BOS> 僕 は もう 行 か な けれ ば な ら な い 。 <EOS>,<EOS>,<EOS>
<BOS> そんな 事 を する なんて 君 は 馬鹿 に 違い な い 。 <EOS>,you must be a fool to do such a thing . <EOS>,you must be stupid to say such a thing . <EOS>
<BOS> 出席 し て い た 人 たち は 驚 い た 。 <EOS>,the people present were surprised . <EOS>,those were the men who were surprised . <EOS>
<BOS> 何 で も ご 自由 に 召し上が っ て くださ い 。 <EOS>,help yourself to anything you 'd like to eat . <EOS>,please help yourself to anything you like . <EOS>
<BOS> 今日 は 風 が 強 い で す ね 。 <EOS>,it is windy today , isn 't it ? <EOS>,it is windy today , isn 't it ? <EOS>
<BOS> 彼 は 昨日 は ふつう じゃ な かっ た 。 <EOS>,he was really off the wall yesterday . <EOS>,he wasn 't able to go to the bed yesterday . <EOS>
<BOS> 山 の 上 に 雲 が 見え た 。 <EOS>,we saw clouds above the mountain . <EOS>,we saw the mountain on the mountain . <EOS>
<BOS> 私 達 は 交替 で 運転 し た 。 <EOS>,we took turns driving . <EOS>,we went to the rest . <EOS>
<BOS> 何 時 に 帰 っ て くる の 。 <EOS>,when will you come home ? <EOS>,what time do you leave ? <EOS>
<BOS> あなた は その 時計 を どこ で 手 に 入れ た の で す か 。 <EOS>,where did you come by the watch ? <EOS>,where did you get the watch ? <EOS>
<BOS> 急ぎ な さ い 、 そう し な い と 学校 に 遅れ る よ 。 <EOS>,hurry up , or you will be late for school . <EOS>,hurry up , or you will be late for school . <EOS>
<BOS> あなた は すぐ に 出発 し た 方 が い い で す よ 。 <EOS>,you may as well start at once . <EOS>,you had better start at once . <EOS>
<BOS> 彼女 は 兄 に 「 <UNK> ちゃ う から 」 と 言 っ た 。 <EOS>,she said to her brother , '' <EOS>,she said she would be kind of her brother . <EOS>
<BOS> 彼 が 賛成 する か どう か は 気 に し な い 。 <EOS>,<EOS>,it doesn 't matter whether he will agree or not . <EOS>
<BOS> 彼 が い っ て しま っ た 今 は とても 寂し い 。 <EOS>,now that he has gone , we miss him very much . <EOS>,it 's very that he has not much like now . <EOS>
<BOS> 彼 が 不 合格 だっ た の に は 驚 い た 。 <EOS>,to my surprise , he failed in the exam . <EOS>,it was so that he was able to speak up . <EOS>
<BOS> あなた の 自動 車 事故 の 説明 が 出来 ま す か 。 <EOS>,can you account for your car accident ? <EOS>,can you find your car to the school ? <EOS>
<BOS> 生徒 たち は 、 彼女 の 人生 を 幸福 に し た 。 <EOS>,the students made her life happy . <EOS>,the students played her happy . <EOS>
<BOS> 私 たち は 初めて 彼 の 生まれ 故郷 を 訪ね た 。 <EOS>,we visited his home country for the first time . <EOS>,we visited the old from his place . <EOS>
<BOS> 公園 を 散歩 する の は いかが で す か 。 <EOS>,what do you say to taking a walk in the park ? <EOS>,how about going for a walk in the park ? <EOS>
<BOS> 私 は 頭 に 少し 痛み を 感 じ た 。 <EOS>,<EOS>,<EOS>
<BOS> その 車 は 動 か な く な っ た 。 <EOS>,the car didn 't move . <EOS>,the car turned out of order . <EOS>
<BOS> 彼 は ひど く 困 っ て い る 。 <EOS>,he is in great trouble . <EOS>,he is hard up for a moment . <EOS>
<BOS> 私 は 元気 に や っ て ま す 。 <EOS>,<EOS>,<EOS>
<BOS> この 問題 を 解 く の は 難し い 。 <EOS>,this problem is difficult to solve . <EOS>,it is difficult for this to solve this problem . <EOS>
<BOS> どこ か は 今 五 時 だ ろ う 。 <EOS>,it 's five o 'clock somewhere now . <EOS>,it may time about five o 'clock . <EOS>
<BOS> 彼 の 意見 は くだ ら な い 。 <EOS>,his opinion is for the birds . <EOS>,his opinion doesn 't count from <EOS>
<BOS> 彼女 が あなた の 先生 で す か 。 <EOS>,is she your teacher ? <EOS>,is she your teacher ? <EOS>
<BOS> 私 に 手伝 わ せ て くださ い 。 <EOS>,let me help you . <EOS>,let me help you . <EOS>
<BOS> トニー 君 は その 時 どこ で 遊 ん で い ま し た か 。 <EOS>,where was tony playing then ? <EOS>,where was the movie ? <EOS>
<BOS> 死 ん だ 人 たち を 悪 く 言 っ て は いけ な い 。 <EOS>,you mustn 't speak ill of the dead . <EOS>,never must not be seriously . <EOS>
<BOS> それ は あなた の 家 に <UNK> を もたら す で しょ う 。 <EOS>,it will bring down trouble on your family . <EOS>,you will put your house to the long time . <EOS>
<BOS> すぐ それ を し な けれ ば な り ま せ ん か 。 <EOS>,do <EOS>,do <EOS>
<BOS> 彼 は 私 に 忠告 を １ つ し て くれ た 。 <EOS>,he gave me a piece of advice . <EOS>,he gave me a piece of advice . <EOS>
<BOS> 今度 の 旅行 は 仕事 じゃ な く て 遊び で す 。 <EOS>,our next trip is for pleasure , not for work . <EOS>,it 's time to take a trip to the new road . <EOS>
<BOS> あなた は 私 と 同じ カメラ を も っ て い る 。 <EOS>,you have the same camera as mine . <EOS>,you have the same camera as me . <EOS>
<BOS> 彼 は 医者 に な る よう に <UNK> られ た 。 <EOS>,he was brought up to be a doctor . <EOS>,he was given to be a doctor . <EOS>
<BOS> 日本 語 の 話せ る 医者 は い ま す か 。 <EOS>,do you know any doctors who speak japanese ? <EOS>,does anyone speak japanese ? <EOS>
<BOS> ジョン は 飛行 機 で アメリカ へ 行 っ た 。 <EOS>,john went to america by air . <EOS>,john went to america for the states . <EOS>
<BOS> 概し て 私 は 君 の 意見 に 賛成 だ 。 <EOS>,on the whole , <EOS>,<EOS>
<BOS> 私 は 今 忙し く あ り ま せ ん 。 <EOS>,<EOS>,<EOS>
<BOS> 約束 を 裏切 っ て は いけ な い 。 <EOS>,don 't go back on your promise . <EOS>,you must not break your word . <EOS>
<BOS> これ は ロンドン へ 直行 する 道 で す 。 <EOS>,this is a direct road to london . <EOS>,this is a student from london to london . <EOS>
<BOS> ここ は 私 が 生まれ た 家 で す 。 <EOS>,this is the house where <EOS>,this is the house where <EOS>
<BOS> ふと 街 で 彼 に 会 っ た 。 <EOS>,<EOS>,<EOS>
<BOS> 私 は フランス 語 が 読め な い 。 <EOS>,<EOS>,<EOS>
<BOS> 私 は 今 始め た ところ で す 。 <EOS>,<EOS>,<EOS>
<BOS> 大変 申し訳 あ り ま せ ん 。 <EOS>,<EOS>,<EOS>
<BOS> 私 は 初めて コアラ を 見 た 。 <EOS>,<EOS>,<EOS>
<BOS> 私 たち は おじ さん の 訪問 を 楽しみ に ま っ て ま す 。 <EOS>,we are looking forward to our uncle 's visit . <EOS>,we are going to take our house . <EOS>
<BOS> 学生 に もっと 考え させ る よう な 本 を 読 ま せ なさ い 。 <EOS>,have students read such books as will make them think more . <EOS>,don 't read your books again to do <EOS>
<BOS> 彼 が アメリカ に 行 く の は 、 <UNK> し て い る 。 <EOS>,it is definite that he will go to america . <EOS>,<EOS>
<BOS> 私 は 毎朝 ７ 時 に 家 を 出 て 会社 に 向か う 。 <EOS>,<EOS>,<EOS>
<BOS> 彼女 の 声 は 騒音 の 中 で ほとんど 聞 き取れ な かっ た 。 <EOS>,her voice could hardly be heard above the noise . <EOS>,her voice was so because she could please . <EOS>
<BOS> 彼女 は 子供 たち に クッキー を 作 っ て あげ た 。 <EOS>,she made cookies for the children . <EOS>,she made her children to get children . <EOS>
<BOS> これ は あなた が 自分 で おこ し た 問題 で す 。 <EOS>,this is a problem of your own making . <EOS>,this is the only difficulty that <EOS>
<BOS> 夏 に は 夜 たくさん の 星 が 見え ま す 。 <EOS>,we can see a lot of stars at night in summer . <EOS>,we can see a lot of stars in the sky . <EOS>
<BOS> 私 は 昨日 の 今ごろ テレビ を 見 て い た 。 <EOS>,<EOS>,<EOS>
<BOS> 持て ば 持 つ ほど もっと 欲し く な る 。 <EOS>,the more <EOS>,the more you have , the more you want . <EOS>
<BOS> 彼 は 事業 に 失敗 し て 破産 し た 。 <EOS>,he was broken by the failure of his business . <EOS>,he failed in a business . <EOS>
<BOS> その ニュース は 胸 が <UNK> ん ばかり だっ た 。 <EOS>,the news broke her heart . <EOS>,the news <EOS>
<BOS> 嫌い な 食べ物 って あ り ま す か 。 <EOS>,what food don 't you like ? <EOS>,do you have any better ? <EOS>
<BOS> ご 親切 に ありがとう ござ い ま す 。 <EOS>,<EOS>,thank you for your kindness . <EOS>
<BOS> 彼 の 家族 は 大勢 で あ る 。 <EOS>,his is a large family . <EOS>,his family is quite large . <EOS>
<BOS> ご 一緒 し た い もの で す 。 <EOS>,<EOS>,<EOS>
<BOS> その 雪 は ２ 日間 続 い た 。 <EOS>,the snow lasted for two days . <EOS>,the snow lasted two days . <EOS>
<BOS> この 件 を 直ぐ に 調べ て くれ 。 <EOS>,see to this matter right away , will you ? <EOS>,take this me with you to put out . <EOS>
<BOS> 救急 車 が 必要 で す か 。 <EOS>,do you need an ambulance ? <EOS>,is that car ? <EOS>
<BOS> 彼 は 部屋 中 飛び回 っ た 。 <EOS>,he jumped about the room . <EOS>,he walked up in the room . <EOS>
<BOS> あなた は もっと 野菜 を 食べ た 方 が い い で す よ 。 <EOS>,you should eat more vegetables . <EOS>,you should eat more vegetables . <EOS>
<BOS> 私 たち は 雨 の 中 を 進 ん で 行 っ た 。 <EOS>,we were going along in the rain . <EOS>,we went around the rain . <EOS>
<BOS> 彼女 は 彼 に 窓 を 開け る よう に 頼 ん だ 。 <EOS>,she asked him to open the window . <EOS>,she asked him to open the window . <EOS>
<BOS> 私 は その こと で 強 く 心 を 動か さ れ た 。 <EOS>,<EOS>,<EOS>
<BOS> いや と い う ほど 見 て き た から 分か る 。 <EOS>,<EOS>,you can see the other you have seen . <EOS>
<BOS> 彼女 は 私 の 言葉 を 真実 だ と 認め た 。 <EOS>,she acknowledged that my statement was true . <EOS>,she told me what my word had to be . <EOS>
<BOS> ホテル は 空港 に 近 い の で す か 。 <EOS>,is the hotel close to the airport ? <EOS>,is the airport at the hotel ? <EOS>
<BOS> あなた は もう 行 っ た ほう が い い 。 <EOS>,you had better go now . <EOS>,you had better go now . <EOS>
<BOS> 僕 は 、 <UNK> の うち に 理解 し た 。 <EOS>,<EOS>,<EOS>
<BOS> 私 は 兄 が 一人 い ま す 。 <EOS>,<EOS>,<EOS>
<BOS> 理由 が わか り かね ま す 。 <EOS>,<EOS>,<EOS>
<BOS> あの 二人 は どう も 怪し い 。 <EOS>,they are too close . <EOS>,that 's all of them . <EOS>
<BOS> 一体 、 どう し た の 。 <EOS>,what on earth is the matter ? <EOS>,what are you doing ? <EOS>
<BOS> 彼 は 利口 な 少年 だ 。 <EOS>,he is a clever boy . <EOS>,he is a clever boy . <EOS>
<BOS> この 家 は とても 広 い 。 <EOS>,this house is very <UNK> . <EOS>,this house is very large . <EOS>
<BOS> 映画 が 始ま り ま す 。 <EOS>,the movie starts . <EOS>,the movie is going . <EOS>
<BOS> 私 は 英語 が 話せ る 。 <EOS>,<EOS>,<EOS>
<BOS> さあ 、 行 く ぞ 。 <EOS>,here we go . <EOS>,<EOS>
<BOS> この ウイスキー は どう 。 <EOS>,how do you like this whisky ? <EOS>,what is this this camera ? <EOS>
<BOS> ちょっと 疲れ た 。 <EOS>,<EOS>,<EOS>
<BOS> 一昨 日 、 彼 は 学校 を 休 ん だ か も しれ な い 。 <EOS>,he may have absented himself from school the day before yesterday . <EOS>,he may have been absent from school on day . <EOS>
<BOS> 京都 駅 へ 行 く 道 を 教え て くれ ま せ ん か 。 <EOS>,will you tell me the way to kyoto station ? <EOS>,could you tell me the way to the station , please ? <EOS>
<BOS> 部屋 を のぞ い て み たら 、 だれ も い な かっ た 。 <EOS>,looking into the room , <EOS>,<EOS>
<BOS> あなた は 何 本 の ペン を 持 っ て い ま す か 。 <EOS>,how many pens do you have ? <EOS>,how many pens do you have ? <EOS>
<BOS> 彼 が 東京 に 行 っ て から 半年 に な り ま す 。 <EOS>,it is half a year since he went to tokyo . <EOS>,he goes to tokyo station on the . <EOS>
<BOS> 好き な ドレス を どれ で も 選 び な さ い 。 <EOS>,choose any dress you like . <EOS>,choose any dress you like . <EOS>
<BOS> 私 は その チケット を ３ 枚 持 っ て い る 。 <EOS>,<EOS>,<EOS>
<BOS> 息子 の 失敗 は 私 が 責任 を 負 い ま す 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は <UNK> し た 顔つき を し て い た 。 <EOS>,he had an absent look on his face . <EOS>,he was looking for the president he lost . <EOS>
<BOS> 私 たち は 勉強 する ため に 学校 へ 行 く 。 <EOS>,we go to school to study . <EOS>,we go to school to study . <EOS>
<BOS> その 知らせ を 聞 い て みんな 喜 ん だ 。 <EOS>,all were glad to hear the news . <EOS>,the news gratified me happy . <EOS>
<BOS> 私 達 は 彼 に 時計 を <UNK> し た 。 <EOS>,we presented a watch to him . <EOS>,we gave him a watch . <EOS>
<BOS> 我々 の 野球 場 は 非常 に 狭 い 。 <EOS>,our baseball diamond is very small . <EOS>,our baseball are very young . <EOS>
<BOS> 必ず 来 な けれ ば いけ ま せ ん 。 <EOS>,you must come without fail . <EOS>,you must come without fail . <EOS>
<BOS> あと １ 時間 で 年 が 明け ま す 。 <EOS>,the new year will come in an hour . <EOS>,we get an hour 's four years . <EOS>
<BOS> 質問 は 書面 に し て 下さ い 。 <EOS>,put the question to writing . <EOS>,please keep this question . <EOS>
<BOS> <UNK> を に は 入れ ま せ ん 。 <EOS>,we cannot go into the <UNK> . <EOS>,<EOS>
<BOS> 私 は 彼 に 電話 を し た 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は まさしく そう 言 っ た 。 <EOS>,that 's exactly what he said . <EOS>,he said so far by a man . <EOS>
<BOS> 私 の 趣味 は 読書 だ 。 <EOS>,my hobby is to read . <EOS>,my reading are my reading . <EOS>
<BOS> 私 たち は 一緒 に 昼食 を と っ て い ま し た 。 <EOS>,we were eating lunch together . <EOS>,we had lunch lunch together . <EOS>
<BOS> 彼 は 日本 に つ い て は よく 知 り ま せ ん 。 <EOS>,he doesn 't know a lot about japan . <EOS>,he doesn 't know much about japan . <EOS>
<BOS> 彼女 は 英語 を 話 し 、 その 上 <UNK> 語 も 話 す 。 <EOS>,she speaks english and also speaks <UNK> . <EOS>,she speaks english , and speak as well speak english . <EOS>
<BOS> 東京 へ 来 て から ５ 年 に な り ま す 。 <EOS>,it 's been five years since <EOS>,it is ten years since <EOS>
<BOS> 彼 は 金 の 使い 道 に 困 っ て い る 。 <EOS>,he doesn 't know what to do with his money . <EOS>,he is in want of his money . <EOS>
<BOS> お 客 が な い の で 店 を 売 っ た 。 <EOS>,we sold the store for want of customers . <EOS>,we ran off our shop . <EOS>
<BOS> その 計画 を 実行 する の は 容易 だっ た 。 <EOS>,carrying out the plan was easy . <EOS>,it was hard to put out the plan out of it . <EOS>
<BOS> 彼 は 自分 の 家 に 放火 を し た 。 <EOS>,he set his house on fire . <EOS>,he hurt his house . <EOS>
<BOS> 彼 は <UNK> に 従事 し て い る 。 <EOS>,he is in business . <EOS>,he 's anxious for a long . <EOS>
<BOS> 昨日 その 家 に 泥棒 が 入 っ た 。 <EOS>,yesterday , a thief entered the house . <EOS>,a burglar broke into the house yesterday . <EOS>
<BOS> どうぞ お 気楽 に なさ っ て 下さ い 。 <EOS>,please make yourself comfortable . <EOS>,please make yourself at home . <EOS>
<BOS> 私 は しばしば スキー に 行 き ま す 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は 彼女 の 所 に 駆け寄 っ た 。 <EOS>,he ran up to her . <EOS>,he went on her way . <EOS>
<BOS> ある 朝 彼 は 散歩 に 出かけ た 。 <EOS>,one morning he went for a walk . <EOS>,one day he went for a walk . <EOS>
<BOS> 彼 は 親切 で い い やつ だ 。 <EOS>,he is a kind and nice fellow . <EOS>,he is kind nice to be kind . <EOS>
<BOS> 何 と い う 曲 な の 。 <EOS>,what 's the name of this tune ? <EOS>,what a marvelous ! <EOS>
<BOS> 彼 は １ 時間 ねむ っ た 。 <EOS>,he slept an hour . <EOS>,he walked on an hour . <EOS>
<BOS> 今晩 お 電話 下さ い 。 <EOS>,please give me a ring this evening . <EOS>,please call me up tonight . <EOS>
<BOS> 風邪 で す ね 。 <EOS>,it 's just a cold . <EOS>,it 's a cold , don 't catch on . <EOS>
<BOS> 気分 悪 い の ？ <EOS>,are you feeling sick ? <EOS>,are you feeling sick ? <EOS>
<BOS> 彼 ら は どう やら なん と か 遅れ ず に 到着 で き た 。 <EOS>,they <UNK> to arrive in time after all . <EOS>,they were always come at all . <EOS>
<BOS> 時間 は 充分 あ っ た の で 急 ぐ 必要 は な かっ た 。 <EOS>,<EOS>,we didn 't need for at once time . <EOS>
<BOS> 彼 は 一言 も 言 わ ず に 行 っ て しま っ た 。 <EOS>,he went away without saying a word . <EOS>,he went out without saying a word . <EOS>
<BOS> 彼 の 仕事 は 自慢 する ほど の もの で は な い 。 <EOS>,his work shows nothing to <UNK> about . <EOS>,his work is not so good as a . <EOS>
<BOS> それ は 彼 に と っ て とても い い 経験 だっ た 。 <EOS>,it was a very good experience for him . <EOS>,it was a great blow to him . <EOS>
<BOS> 私 は 昨日 非常 に おもしろ い 小説 を 読 ん だ 。 <EOS>,<EOS>,<EOS>
<BOS> <EOS>,nobody came to help me . <EOS>,no one helped me . <EOS>
<BOS> 彼 ら は 今月 の ３ 日 に 結婚 し た 。 <EOS>,they married on the third of this month . <EOS>,they got married three years ago . <EOS>
<BOS> 日本 の 友達 に かけ られ る で しょ う か 。 <EOS>,can <EOS>,can <EOS>
<BOS> あなた の 考え は まったく 時代 遅れ で あ る 。 <EOS>,your ideas are all out of date . <EOS>,your ideas are out behind at times . <EOS>
<BOS> 私 の こと を 話 し て い る の 。 <EOS>,are you referring to me ? <EOS>,are you making about me ? <EOS>
<BOS> トイレ は 、 どこ に あ り ま す か 。 <EOS>,where 's the toilet ? <EOS>,where is the toilet ? <EOS>
<BOS> 彼 は まだ 来 たが っ て い る 。 <EOS>,he still wants to come . <EOS>,he is anxious for he to come . <EOS>
<BOS> 彼 は 商用 で ニューヨーク へ 行 っ た 。 <EOS>,he went to new york on business . <EOS>,he went to new york on business . <EOS>
<BOS> 私 は 今晩 、 ピザ を 食べ た い 。 <EOS>,<EOS>,<EOS>
<BOS> 彼女 は <UNK> で 人 を 使 う 。 <EOS>,she has him at her beck and call . <EOS>,she 's often on her own affairs . <EOS>
<BOS> 彼 は その 事故 で 失明 し た 。 <EOS>,he went blind in the accident . <EOS>,he was killed in the accident . <EOS>
<BOS> 洗濯 は 私 の 仕事 で す 。 <EOS>,washing clothes is my work . <EOS>,my job is mine . <EOS>
<BOS> 彼 は 赤 の 他人 だ よ 。 <EOS>,he is a total stranger to me . <EOS>,he is a total of his mind . <EOS>
<BOS> トム と 僕 は 友達 だ 。 <EOS>,tom and <EOS>,tom and <EOS>
<BOS> 野球 の 試合 に 行 く 前 に 夕食 を 食べ よ う 。 <EOS>,let 's have dinner before we go to the baseball game . <EOS>,<EOS>
<BOS> <UNK> そんな こと は 子供 だ って し な い だ ろ う 。 <EOS>,a child today would not do that . <EOS>,if it is not likely to go to this business . <EOS>
<BOS> 彼 は 音楽 だけ で な く スポーツ も 好き で す 。 <EOS>,he likes not only music but sports . <EOS>,he likes sports as well as music . music . <EOS>
<BOS> 昨日 彼女 は 一 日 中 家 に い ま し た 。 <EOS>,she stayed at home all day long yesterday . <EOS>,she stayed in a house yesterday . <EOS>
<BOS> 人間 は 世界 の あらゆる 所 に 住 ん で い る 。 <EOS>,people are living in all parts of the world . <EOS>,man lives in the world of the world . <EOS>
<BOS> 壁 に 帽子 と コート が かか っ て い た 。 <EOS>,there were a hat and a coat on the wall . <EOS>,there was a red on close coat . <EOS>
